0.4,0.575997908
0.386990597,0.551495703
0.375718425,0.527507204
0.365730481,0.506533397
0.35687346,0.48806927
0.349381984,0.472422696
0.343546303,0.460136193
0.339627397,0.451628172
0.338160812,0.447767141
0.340224408,0.450456942
0.347446919,0.462891309
0.361127924,0.488313301
0.380698787,0.526904558
0.403506711,0.574250471
0.426455045,0.623898235
0.447464324,0.670779725
0.465688179,0.712357036
0.481089793,0.748041809
0.494010628,0.778293518
0.50490672,0.803980169
0.514221582,0.826033832
0.522337058,0.845297491
0.529562072,0.862473823
0.536137566,0.878122019
0.542247046,0.892674227
0.548027979,0.9064578
0.553582086,0.919717167
0.558983941,0.932632878
0.56428781,0.945337205
0.569532955,0.957926446
0.574747649,0.970470377
0.57995219,0.983019395
0.585161108,0.995609831
0.5903848,1.008267871
0.5956307,1.021012413
0.600904134,1.033857139
0.606208927,1.046812012
0.611547842,1.059884349
0.61692289,1.073079587
0.622335549,1.08640183
0.627786921,1.099854235
0.633277842,1.113439291
0.638808962,1.127159013
0.644380798,1.141015078
0.649993771,1.155008924
0.655648239,1.169141823
0.661344511,1.18341492
0.667082864,1.197829279
0.67286355,1.212385898
0.678686803,1.227085732
0.684552848,1.241929702
0.690461898,1.256918707
0.696414162,1.272053627
0.702409843,1.287335328
0.70844914,1.302764668
0.714532198,1.31834252
0.720639902,1.334041702
0.726588025,1.349481012
0.731932492,1.363590341
0.736139758,1.374974288
0.738792316,1.382471889
0.739677066,1.385440335
0.73877176,1.383753886
0.7361884,1.377666455
0.732114185,1.367653911
0.726766282,1.35428791
0.720362624,1.338151871
0.713105544,1.319792483
0.705174155,1.299696155
0.696722115,1.278281144
0.687878392,1.255898637
0.678749526,1.232838414
0.669422479,1.209336422
0.659967564,1.185582729
0.650441195,1.161729076
0.640888326,1.137895627
0.631344564,1.114176811
0.621837944,1.090646254
0.612390403,1.067360867
0.603018997,1.044364214
0.593736884,1.021689236
0.584554186,0.999360466
0.575484625,0.977404666
0.566579508,0.955922395
0.557956755,0.935167863
0.549782768,0.915517825
0.542229239,0.897370282
0.535434812,0.881049963
0.529483833,0.866754775
0.524401827,0.854543587
0.520162614,0.844352671
0.516701437,0.836026812
0.513929632,0.829354108
0.511747912,0.824097419
0.510056728,0.820018915
0.508763311,0.816896769
0.507785679,0.814534717
0.507054269,0.812765994
0.506511915,0.811453358
0.50611284,0.810486742
0.505821146,0.809779714
