epoch,loss
0,3.428307056427002
1,3.4062340259552
2,3.3852155208587646
3,3.364152669906616
4,3.3422415256500244
5,3.3188512325286865
6,3.293409585952759
7,3.26543927192688
8,3.234511613845825
9,3.2001845836639404
10,3.1621294021606445
11,3.1199262142181396
12,3.073286294937134
13,3.0219669342041016
14,2.9656174182891846
15,2.9041571617126465
16,2.837427854537964
17,2.765505790710449
18,2.688861846923828
19,2.608081579208374
20,2.524280071258545
21,2.4387476444244385
22,2.354099750518799
23,2.272028684616089
24,2.196061611175537
25,2.1291298866271973
26,2.073348045349121
27,2.029252052307129
28,1.994624137878418
29,1.9650465250015259
30,1.9345351457595825
31,1.8978513479232788
32,1.8522666692733765
33,1.7987523078918457
34,1.7399086952209473
35,1.6789705753326416
36,1.6189823150634766
37,1.5615801811218262
38,1.50739586353302
39,1.4560455083847046
40,1.406633973121643
41,1.358044981956482
42,1.309172511100769
43,1.2594963312149048
44,1.2080174684524536
45,1.1547324657440186
46,1.0995956659317017
47,1.043173909187317
48,0.9864572286605835
49,0.9302902221679688
50,0.8748891353607178
51,0.8197012543678284
52,0.7638615369796753
53,0.7071841955184937
54,0.6504833698272705
55,0.5958985686302185
56,0.5448461771011353
57,0.49825024604797363
58,0.45603692531585693
59,0.41811713576316833
60,0.38580217957496643
61,0.36076509952545166
62,0.34461092948913574
63,0.33700644969940186
64,0.3354766070842743
65,0.33768534660339355
66,0.34086257219314575
67,0.34205132722854614
68,0.33936113119125366
69,0.33197838068008423
70,0.3212926685810089
71,0.3086819648742676
72,0.29564133286476135
73,0.2830559015274048
74,0.2712864875793457
75,0.2608184814453125
76,0.25183606147766113
77,0.24431774020195007
78,0.238005593419075
79,0.2326381504535675
80,0.2279747575521469
81,0.22367098927497864
82,0.21934349834918976
83,0.2146334946155548
84,0.20941099524497986
85,0.20362234115600586
86,0.19736087322235107
87,0.1908143013715744
88,0.1841031312942505
89,0.17752578854560852
90,0.1711747646331787
91,0.1652103066444397
92,0.1597883254289627
93,0.1547682285308838
94,0.15016821026802063
95,0.14588455855846405
96,0.141837939620018
97,0.13800638914108276
98,0.13427260518074036
99,0.13072244822978973
100,0.12725073099136353
101,0.12396001815795898
102,0.12088131159543991
103,0.11799121648073196
104,0.11542581021785736
105,0.11313711106777191
106,0.11116659641265869
107,0.10939899832010269
108,0.10778728127479553
109,0.10623164474964142
110,0.1046261191368103
111,0.10298717021942139
112,0.10136675089597702
113,0.09970363974571228
114,0.09814511239528656
115,0.09666305780410767
116,0.09524485468864441
117,0.09394721686840057
118,0.09267644584178925
119,0.09146440029144287
120,0.0903114601969719
121,0.08917631208896637
122,0.0880623459815979
123,0.08701037615537643
124,0.08597343415021896
125,0.08500373363494873
126,0.08410865068435669
127,0.08322568982839584
128,0.08238517493009567
129,0.08160120248794556
130,0.08082028478384018
131,0.08001605421304703
132,0.07919569313526154
133,0.07839038968086243
134,0.07759734243154526
135,0.07677215337753296
136,0.07593590766191483
137,0.07515443861484528
138,0.07436522841453552
139,0.07359880208969116
140,0.07281553745269775
141,0.07209935039281845
142,0.07134541869163513
143,0.07065297663211823
144,0.06998319923877716
145,0.06931114196777344
146,0.06869257241487503
147,0.06809372454881668
148,0.06750153750181198
149,0.06694646924734116
150,0.06640516221523285
151,0.06585188955068588
152,0.06533068418502808
153,0.06481759995222092
154,0.06430705636739731
155,0.06383343786001205
156,0.06331320852041245
157,0.06283827126026154
158,0.06236795336008072
159,0.06190573051571846
160,0.06146339327096939
161,0.06100808456540108
162,0.0605609230697155
163,0.060143180191516876
164,0.059703219681978226
165,0.05927737429738045
166,0.05886146426200867
167,0.058443982154130936
168,0.058041464537382126
169,0.05762975662946701
170,0.0572342611849308
171,0.05684557929635048
172,0.0564461424946785
173,0.056065741926431656
174,0.05569697916507721
175,0.05532437562942505
176,0.054952651262283325
177,0.054591741412878036
178,0.05424855276942253
179,0.05391387268900871
180,0.053555190563201904
181,0.05322853475809097
182,0.05288271605968475
183,0.05256987735629082
184,0.05223102122545242
185,0.0519367940723896
186,0.05159599706530571
187,0.051295891404151917
188,0.051005978137254715
189,0.05069790780544281
190,0.05040733143687248
191,0.05011632665991783
192,0.04982762038707733
193,0.049551960080862045
194,0.04927009344100952
195,0.0490029901266098
196,0.048733171075582504
197,0.04845985397696495
198,0.04819924384355545
199,0.04794987663626671
200,0.04771498590707779
201,0.04744588956236839
202,0.047207560390233994
203,0.04695450887084007
204,0.04673647880554199
205,0.046491287648677826
206,0.046266376972198486
207,0.046030670404434204
208,0.04580877348780632
209,0.04558361694216728
210,0.04536470025777817
211,0.045163873583078384
212,0.04494388401508331
213,0.044735245406627655
214,0.04452042281627655
215,0.044329531490802765
216,0.044119007885456085
217,0.04390934109687805
218,0.04372528940439224
219,0.04353015497326851
220,0.04333203658461571
221,0.04314094036817551
222,0.042973507195711136
223,0.0427820086479187
224,0.04258523881435394
225,0.04239290580153465
226,0.04221811890602112
227,0.04203979671001434
228,0.041858915239572525
229,0.041671037673950195
230,0.041504550725221634
231,0.0413365438580513
232,0.04114682227373123
233,0.04096044600009918
234,0.040797021239995956
235,0.04062505438923836
236,0.04045640677213669
237,0.040277887135744095
238,0.04010304808616638
239,0.03992919251322746
240,0.03976045921444893
241,0.03959289565682411
242,0.03942464664578438
243,0.03923609480261803
244,0.0390625037252903
245,0.038911350071430206
246,0.03871234506368637
247,0.03854572772979736
248,0.03836629167199135
249,0.038200829178094864
250,0.03803307190537453
251,0.03785427659749985
252,0.037677716463804245
253,0.03749455511569977
254,0.03732054680585861
255,0.03713672235608101
256,0.03696005046367645
257,0.03678392246365547
258,0.036615535616874695
259,0.036436181515455246
260,0.03627019003033638
261,0.036065950989723206
262,0.03589120879769325
263,0.03571493178606033
264,0.035538200289011
265,0.035366952419281006
266,0.03517964109778404
267,0.03499188646674156
268,0.03481109440326691
269,0.034629929810762405
270,0.034452248364686966
271,0.03427337855100632
272,0.03407811000943184
273,0.03389983996748924
274,0.033720698207616806
275,0.03354373574256897
276,0.03335746377706528
277,0.03318117558956146
278,0.03299650922417641
279,0.0328168161213398
280,0.03263704851269722
281,0.03245755657553673
282,0.03228370100259781
283,0.03210630640387535
284,0.03193622827529907
285,0.0317603163421154
286,0.031588487327098846
287,0.03141700476408005
288,0.031239746138453484
289,0.031067200005054474
290,0.030915508046746254
291,0.03075108863413334
292,0.030588332563638687
293,0.03043021261692047
294,0.03027254156768322
295,0.03011922724545002
296,0.02995920181274414
297,0.02982228621840477
298,0.029665855690836906
299,0.029537618160247803
300,0.0293741337954998
301,0.02925257943570614
302,0.02912529557943344
303,0.02899356745183468
304,0.02886999398469925
305,0.02875225432217121
306,0.028622612357139587
307,0.028506947681307793
308,0.02839699201285839
309,0.028284471482038498
310,0.028179770335555077
311,0.028073351830244064
312,0.02797115594148636
313,0.0278764758259058
314,0.027782831341028214
315,0.027677208185195923
316,0.027596594765782356
317,0.02751106582581997
318,0.0274227075278759
319,0.02732897363603115
320,0.02725270763039589
321,0.027166152372956276
322,0.027092725038528442
323,0.0270096343010664
324,0.026939749717712402
325,0.02684895694255829
326,0.026785245165228844
327,0.026709316298365593
328,0.026632554829120636
329,0.02656521461904049
330,0.02649720571935177
331,0.02641947567462921
332,0.026344381272792816
