time,distance,h_error,Q_error,h_true,h_pred,Q_true,Q_pred
0.0,0.0,0.00020635128,0.0005071163,0.4,0.39979365,0.86759686,0.86708975
0.0,100.0,1.5258789e-05,0.00022381544,0.4,0.39998475,0.7711972,0.7709734
0.0,200.0,0.00037404895,0.0009095669,0.4,0.39962596,0.6940775,0.6931679
0.0,300.0,0.00054490566,3.993511e-06,0.4,0.3994551,0.63097954,0.63097554
0.0,400.0,0.00044503808,0.0007947087,0.4,0.39955497,0.57839787,0.57760316
0.0,500.0,0.00039985776,0.000567317,0.4,0.39960015,0.53390574,0.5333384
0.0,600.0,0.00034841895,0.00011664629,0.4,0.3996516,0.51231253,0.5121959
0.0,700.0,0.00027409196,0.0022601485,0.4,0.3997259,0.5202179,0.51795775
0.0,800.0,0.00026887655,0.003310442,0.4,0.39973113,0.54613715,0.5494476
0.0,900.0,0.00032657385,0.007185459,0.4,0.39967343,0.6175116,0.6103261
0.0,1000.0,0.00039064884,0.008117318,0.4,0.39960936,0.69559485,0.70371217
0.0,1100.0,0.000382334,0.0067762733,0.4,0.39961767,0.8360305,0.8292542
0.0,1200.0,0.00021719933,0.0036119819,0.4,0.3997828,0.977235,0.980847
0.0,1300.0,3.552437e-05,0.0002669096,0.4,0.39996448,1.1453983,1.1456652
0.0,1400.0,0.00012534857,0.00075674057,0.4,0.39987466,1.3034513,1.304208
0.0,1500.0,0.0005836487,0.0013716221,0.4,0.39941636,1.4365537,1.4379253
0.0,1600.0,2.592802e-06,0.0016058683,0.4,0.3999974,1.5540183,1.5556241
0.0,1700.0,0.00031724572,0.0009647608,0.4,0.39968276,1.4637852,1.4647499
0.0,1800.0,0.00042152405,0.00040602684,0.4,0.39957848,1.3492657,1.3496717
0.0,1900.0,0.00049489737,0.0008468628,0.4,0.3995051,1.1995571,1.1987102
0.0,2000.0,0.00061896443,0.0011931658,0.4,0.39938104,1.0173466,1.0161535
10.0,0.0,0.00044441223,0.009543896,0.400294,0.3998496,0.85465235,0.86419624
10.0,100.0,0.0040209293,0.010515213,0.40436667,0.40034574,0.78058237,0.77006716
10.0,200.0,0.0032593012,0.007343173,0.4035241,0.4002648,0.70093113,0.69358796
10.0,300.0,0.002497375,0.0037270784,0.40290475,0.40040737,0.6361423,0.63241524
10.0,400.0,0.0014847219,0.0022814274,0.40243587,0.40095115,0.582387,0.58010554
10.0,500.0,0.0005442798,0.00013107061,0.4020633,0.40151903,0.5370798,0.53694874
10.0,600.0,0.00030833483,0.0019056797,0.40155527,0.4018636,0.5146577,0.51656336
10.0,700.0,0.0006996095,0.0005905032,0.40121865,0.40191826,0.52207446,0.52266496
10.0,800.0,0.0012487471,0.0045054555,0.400459,0.40170774,0.54960495,0.5541104
10.0,900.0,0.0016615987,0.002423644,0.39962828,0.40128988,0.61685336,0.6144297
10.0,1000.0,0.0018433034,0.008560896,0.39889973,0.40074304,0.6980146,0.7065755
10.0,1100.0,0.0022761822,0.00090128183,0.39790007,0.40017626,0.830962,0.8300607
10.0,1200.0,0.0019988418,0.0056238174,0.39772177,0.3997206,0.973162,0.9787858
10.0,1300.0,0.002118051,0.004049778,0.3971832,0.39930126,1.1361352,1.140185
10.0,1400.0,0.0015645027,0.0025359392,0.39715785,0.39872235,1.2927837,1.2953197
10.0,1500.0,0.0008509457,0.0016247034,0.39714128,0.39799222,1.424703,1.4263277
10.0,1600.0,0.00010165572,0.009007812,0.39871138,0.39860973,1.5332736,1.5422814
10.0,1700.0,0.002378732,0.016220331,0.40250582,0.40012708,1.4738868,1.4576665
10.0,1800.0,0.001917243,0.011937857,0.40322003,0.40130278,1.3609262,1.3489883
10.0,1900.0,0.002020806,0.007718444,0.40429968,0.40227887,1.2128853,1.2051668
10.0,2000.0,0.0023590326,0.018035173,0.4056181,0.40325907,1.0120202,1.0300554
20.0,0.0,0.000744164,0.014953315,0.4005882,0.39984405,0.84621567,0.861169
20.0,100.0,0.008230895,0.023041368,0.40889937,0.40066847,0.79216737,0.769126
20.0,200.0,0.006277114,0.0153666735,0.40716425,0.40088713,0.70941085,0.6940442
20.0,300.0,0.004521817,0.008570433,0.40588862,0.4013668,0.6425205,0.63395005
20.0,400.0,0.0025405288,0.0045444965,0.4049276,0.40238708,0.58731127,0.5827668
20.0,500.0,0.0006391704,0.00022149086,0.40415612,0.40351695,0.5410107,0.5407892
20.0,600.0,0.0010212958,0.0035706758,0.40315613,0.40417743,0.5176474,0.52121806
20.0,700.0,0.0017475188,0.003279984,0.4024642,0.40421173,0.5244136,0.52769357
20.0,800.0,0.0027671158,0.0065621734,0.40100142,0.40376854,0.55254257,0.55910474
20.0,900.0,0.003705293,0.0027938485,0.39925563,0.40296093,0.61605084,0.6188447
20.0,1000.0,0.00399366,0.011025786,0.39789835,0.401892,0.6986712,0.709697
20.0,1100.0,0.004900962,0.006250143,0.3958038,0.40070477,0.8247884,0.83103853
20.0,1200.0,0.0040850043,0.009799421,0.39549553,0.39958054,0.9669823,0.9767817
20.0,1300.0,0.0041192174,0.009628892,0.39439633,0.39851555,1.125001,1.1346298
20.0,1400.0,0.0030654967,0.00628531,0.39434567,0.39741117,1.2799395,1.2862248
20.0,1500.0,0.0020801723,0.0039926767,0.394307,0.39638716,1.4104233,1.414416
20.0,1600.0,3.33488e-05,0.01313436,0.39706913,0.39703578,1.5154095,1.5285438
20.0,1700.0,0.004478574,0.03520167,0.40496963,0.40049106,1.4856265,1.4504248
20.0,1800.0,0.0033707917,0.025850773,0.4064011,0.4030303,1.3742764,1.3484256
20.0,1900.0,0.0034366846,0.0155005455,0.40856734,0.40513065,1.2275999,1.2120993
20.0,2000.0,0.0036365986,0.013741851,0.41093642,0.40729982,1.0311391,1.044881
30.0,0.0,0.0010403395,0.017498791,0.40088266,0.39984232,0.8404546,0.85795337
30.0,100.0,0.012738466,0.037895083,0.41374683,0.40100837,0.8059862,0.76809114
30.0,200.0,0.009404451,0.024573326,0.4109439,0.40153944,0.7190505,0.6944772
30.0,300.0,0.0065948963,0.014181435,0.40896675,0.40237185,0.6497016,0.63552016
30.0,400.0,0.0035940409,0.0072832704,0.40748549,0.40389144,0.5928098,0.5855265
30.0,500.0,0.0006802976,0.00056511164,0.4062912,0.4056109,0.5453626,0.5447975
30.0,600.0,0.001792103,0.005079448,0.40481198,0.40660408,0.5210114,0.52609086
30.0,700.0,0.0028746426,0.005947888,0.40374276,0.4066174,0.5270144,0.53296226
30.0,800.0,0.004317224,0.009113252,0.40161312,0.40593034,0.55522066,0.5643339
30.0,900.0,0.005833626,0.008281589,0.3988811,0.40471473,0.61517495,0.62345654
30.0,1000.0,0.0061278045,0.014489591,0.39697248,0.40310028,0.6984528,0.71294236
30.0,1100.0,0.0075576603,0.013878107,0.3937083,0.40126595,0.81815696,0.83203506
30.0,1200.0,0.0061359107,0.014717162,0.3933109,0.39944682,0.959948,0.97466516
