epoch,mean_n
0,0.03508201614022255
1,0.03516428545117378
2,0.03524685651063919
3,0.03532959148287773
4,0.03541276231408119
5,0.035496119409799576
6,0.03557989373803139
7,0.03566392883658409
8,0.03574823960661888
9,0.035832688212394714
10,0.03591734170913696
11,0.03600211441516876
12,0.036086924374103546
13,0.0361718088388443
14,0.03625667840242386
15,0.03634157404303551
16,0.03642638027667999
17,0.036511294543743134
18,0.03659612685441971
19,0.03668076545000076
20,0.03676581010222435
21,0.03685086593031883
22,0.03693635016679764
23,0.037022218108177185
24,0.03710874542593956
25,0.03719625249505043
26,0.037284791469573975
27,0.03737455606460571
28,0.03746555745601654
29,0.03755708783864975
30,0.03764839842915535
31,0.03773852065205574
32,0.03782767802476883
33,0.03791651874780655
34,0.03800539672374725
35,0.03809564188122749
36,0.03818797320127487
37,0.0382826142013073
38,0.03837945684790611
39,0.038479033857584
40,0.03858043625950813
41,0.038683995604515076
42,0.03878924995660782
43,0.03889583796262741
44,0.03900399059057236
45,0.039113253355026245
46,0.03922392055392265
47,0.039335429668426514
48,0.03944826498627663
49,0.03956279158592224
50,0.039678532630205154
51,0.039795491844415665
52,0.039912912994623184
53,0.04003212973475456
54,0.04015349969267845
55,0.04027872532606125
56,0.04040823504328728
57,0.04054148122668266
58,0.040678203105926514
59,0.04081789031624794
60,0.040958795696496964
61,0.04109903424978256
62,0.04123711958527565
63,0.04136976972222328
64,0.041494689881801605
65,0.04161014407873154
66,0.041714858263731
67,0.04180792346596718
68,0.04188920184969902
69,0.041958294808864594
70,0.0420144721865654
71,0.04205897077918053
72,0.04209138825535774
73,0.04211246594786644
74,0.042123086750507355
75,0.04212195426225662
76,0.04211074858903885
77,0.042088355869054794
78,0.042056016623973846
79,0.04201234504580498
80,0.04195849224925041
81,0.041893940418958664
82,0.041818369179964066
83,0.041731979697942734
84,0.04163527861237526
85,0.041528478264808655
86,0.041411660611629486
87,0.04128584265708923
88,0.04115152731537819
89,0.041008468717336655
90,0.04085703566670418
91,0.04069804400205612
92,0.04053136333823204
93,0.04035726934671402
94,0.04017758369445801
95,0.039991557598114014
96,0.03980107977986336
97,0.03960635885596275
98,0.03940775617957115
99,0.03920646011829376
100,0.039002858102321625
101,0.03879775479435921
102,0.038591206073760986
103,0.038384631276130676
104,0.038177382200956345
105,0.0379708968102932
106,0.037764571607112885
107,0.03755893185734749
108,0.03735439479351044
109,0.03715132921934128
110,0.03695042431354523
111,0.03675144165754318
112,0.036555878818035126
113,0.036363765597343445
114,0.03617595508694649
115,0.035994116216897964
116,0.03581860661506653
117,0.035650208592414856
118,0.035490233451128006
119,0.035339485853910446
120,0.035198114812374115
121,0.03506719693541527
122,0.03494642302393913
123,0.03483544662594795
124,0.034734345972537994
125,0.034642308950424194
126,0.03455940634012222
127,0.03448433056473732
128,0.034416742622852325
129,0.03435593470931053
130,0.034301288425922394
131,0.034252334386110306
132,0.03420839086174965
133,0.03416917100548744
134,0.034134138375520706
135,0.03410336747765541
136,0.03407617658376694
137,0.034052152186632156
138,0.03403104096651077
139,0.03401285409927368
140,0.033996857702732086
141,0.03398296982049942
142,0.033970244228839874
143,0.03395885229110718
144,0.03394787386059761
145,0.03393671289086342
146,0.033924974501132965
147,0.033912643790245056
148,0.033898647874593735
149,0.0338834784924984
150,0.03386645019054413
151,0.033848248422145844
152,0.03382818400859833
153,0.033807992935180664
154,0.03378649801015854
155,0.03376452997326851
156,0.03374291583895683
157,0.033721279352903366
158,0.033700164407491684
159,0.033680032938718796
160,0.03366069123148918
161,0.0336424857378006
162,0.03362492471933365
163,0.03360854089260101
164,0.03359236940741539
165,0.03357762470841408
166,0.03356292471289635
167,0.033549074083566666
168,0.033536139875650406
169,0.033522751182317734
170,0.03351054713129997
171,0.033498622477054596
172,0.03348684310913086
173,0.03347549960017204
174,0.03346472233533859
175,0.03345394507050514
176,0.03344340994954109
177,0.03343283385038376
178,0.03342253342270851
179,0.03341251239180565
180,0.03340141102671623
181,0.03339112177491188
182,0.03338012471795082
183,0.03336923569440842
184,0.03335835039615631
185,0.03334712237119675
186,0.03333596512675285
187,0.033324286341667175
188,0.033313073217868805
189,0.03330165520310402
190,0.03329015150666237
191,0.03327883407473564
192,0.033267758786678314
193,0.033256787806749344
194,0.03324585407972336
195,0.03323553130030632
196,0.033225324004888535
197,0.03321542963385582
198,0.03320566192269325
199,0.03319612145423889
200,0.03318646922707558
201,0.03317699581384659
202,0.03316754475235939
203,0.033158496022224426
204,0.03314940258860588
205,0.03313971310853958
206,0.033130474388599396
207,0.03312180936336517
208,0.03311322256922722
209,0.033104561269283295
210,0.03309619799256325
211,0.033088136464357376
212,0.03308039903640747
213,0.03307347744703293
214,0.033065978437662125
215,0.03305936977267265
216,0.033052995800971985
217,0.0330473929643631
218,0.03304169327020645
219,0.03303563967347145
220,0.033030491322278976
221,0.03302552178502083
222,0.03302105516195297
223,0.03301691636443138
224,0.03301255777478218
225,0.03300848975777626
226,0.03300454095005989
227,0.03300132229924202
228,0.03299804404377937
229,0.03299497067928314
230,0.03299230709671974
231,0.03298979625105858
232,0.03298693522810936
233,0.0329846628010273
234,0.032982755452394485
235,0.03298032656311989
236,0.032979030162096024
237,0.03297733888030052
238,0.03297624737024307
239,0.0329749770462513
240,0.03297332301735878
241,0.032972514629364014
242,0.03297210857272148
243,0.032971590757369995
244,0.03297116979956627
245,0.03297142684459686
246,0.03297140821814537
247,0.032971400767564774
248,0.03297188878059387
249,0.0329720713198185
250,0.03297186642885208
251,0.03297247737646103
252,0.03297263756394386
253,0.03297331556677818
254,0.032973598688840866
255,0.032974425703287125
256,0.032975006848573685
257,0.03297574818134308
258,0.032976675778627396
259,0.03297785669565201
260,0.03297892212867737
261,0.03297986462712288
262,0.03298095241189003
263,0.032982032746076584
264,0.032983001321554184
265,0.03298405557870865
266,0.032985053956508636
267,0.032985713332891464
268,0.03298744186758995
