0.4,1.017346646
0.456671583,1.224193772
0.487054516,1.386684785
0.480268307,1.378240842
0.458733959,1.291294259
0.434485946,1.188349677
0.41300841,1.096379382
0.397121583,1.027341396
0.388666109,0.987586645
0.389598419,0.983451556
0.402030956,1.023896274
0.425018183,1.11060248
0.452681582,1.224789777
0.478825245,1.339683438
0.500572299,1.439214299
0.517690781,1.519509401
0.531009224,1.582837014
0.541527272,1.633166663
0.55009588,1.674239767
0.55735383,1.709006802
0.563752123,1.739612153
0.569598314,1.767546186
0.575097651,1.793817013
0.580385156,1.819094731
0.585548794,1.843819642
0.59064549,1.868278879
0.595711918,1.89265883
0.600771648,1.917080242
0.605839809,1.941621366
0.610926122,1.966333067
0.616036846,1.991248614
0.621176031,2.016389997
0.626346315,2.04177198
0.63154944,2.067404702
0.636786572,2.093295344
0.642058511,2.119449189
0.647365825,2.145870307
0.652708929,2.17256199
0.658088145,2.19952703
0.663503732,2.226767899
0.668955912,2.254286863
0.674444879,2.282086056
0.679970813,2.310167528
0.685533883,2.338533276
0.69113425,2.367185261
0.696772073,2.396125428
0.702447508,2.425355707
0.70816071,2.454878021
0.713911833,2.484694295
0.71970103,2.51480645
0.725528457,2.545216412
0.731394268,2.575926112
0.73729862,2.606937483
0.743241668,2.638252467
0.749223573,2.669873013
0.755244467,2.701801144
0.761275045,2.733963558
0.766959782,2.764916574
0.771455554,2.790443129
0.773943252,2.805874864
0.774033173,2.808629465
0.771769083,2.798584241
0.767454656,2.777227808
0.761488659,2.746715809
0.754263474,2.709245796
0.746118454,2.666750618
0.737326741,2.620798545
0.728098661,2.572600569
0.718591548,2.523061865
0.708920805,2.472843965
0.699169912,2.422422474
0.689398659,2.372134979
0.679649528,2.322218465
0.669952513,2.272837489
0.660328651,2.224104895
0.650792597,2.176096821
0.641354471,2.128863438
0.632021174,2.082436608
0.622797326,2.03683529
0.613685937,1.992069367
0.604688869,1.948142339
0.595807197,1.905053187
0.587048975,1.862815243
0.578497563,1.82171612
0.570381618,1.782708863
0.563002478,1.74716371
0.556607552,1.716263548
0.551317678,1.690618157
0.547122585,1.670213952
0.543915926,1.654568898
0.541540569,1.642946176
0.539826744,1.634538211
0.53861689,1.628588695
0.537777931,1.624454538
0.537204546,1.621624022
0.536817225,1.61970913
0.536558034,1.618426091
0.536385881,1.617573015
0.536272216,1.61700929
0.536197522,1.616638587
0.53614862,1.616395755
