0,0.4,0.867596849
120,0.403542297,0.828853596
240,0.407115964,0.834372691
360,0.410721278,0.84316133
480,0.414358519,0.852923985
600,0.418027972,0.863127183
720,0.42172992,0.873590374
840,0.425464651,0.884240495
960,0.429232457,0.895044578
1080,0.433033629,0.905986686
1200,0.436868463,0.91705881
1320,0.440737257,0.9282569
1440,0.444640313,0.939578989
1560,0.448577933,0.951024265
1680,0.452550424,0.962592576
1800,0.456558094,0.974284166
1920,0.460601254,0.986099518
2040,0.46468022,0.998039266
2160,0.468795309,1.010104138
2280,0.472946839,1.022294929
2400,0.477135135,1.034612473
2520,0.48136052,1.04705763
2640,0.485623325,1.059631281
2760,0.48992388,1.072334319
2880,0.49426252,1.085167648
3000,0.498639581,1.098132175
3120,0.503055405,1.111228813
3240,0.507510334,1.12445848
3360,0.512004715,1.137822095
3480,0.516538897,1.151320578
3600,0.521113232,1.164954854
3720,0.525728077,1.178725848
3840,0.530383789,1.192634487
3960,0.535080731,1.206681698
4080,0.539819268,1.220868412
4200,0.544599769,1.235195562
4320,0.549422604,1.249664081
4440,0.554288149,1.264274906
4560,0.559196782,1.279028974
4680,0.564148885,1.293927228
4800,0.569144842,1.308970611
4920,0.574185042,1.324160071
5040,0.579269877,1.339496557
5160,0.584399741,1.354981023
5280,0.589575035,1.370614429
5400,0.59479616,1.386397735
5520,0.600063521,1.40233191
5640,0.605377529,1.418417924
5760,0.610738596,1.434656755
5880,0.61614714,1.451049386
6000,0.62160358,1.467596807
6120,0.610506564,1.412958388
6240,0.599607654,1.374794723
6360,0.588903315,1.340920879
6480,0.578390071,1.309027438
6600,0.568064513,1.278393459
6720,0.557923289,1.248698256
6840,0.547963108,1.219773411
6960,0.53818074,1.19152156
7080,0.528573008,1.163882675
7200,0.519136796,1.136817856
7320,0.509869041,1.110300724
7440,0.500766736,1.084312548
7560,0.491826929,1.058839347
7680,0.483046716,1.033870127
7800,0.47442325,1.009395772
7920,0.465953733,0.985408352
8040,0.457635415,0.961900683
8160,0.449465597,0.938866038
8280,0.44144163,0.916297971
8400,0.433560908,0.894190198
8520,0.425820874,0.872536525
8640,0.418219018,0.851330804
8760,0.410752872,0.830566897
8880,0.403420013,0.810238664
9000,0.396218062,0.790339953
9120,0.4,0.807081256
9240,0.4,0.807483201
9360,0.4,0.807707203
9480,0.4,0.807822889
9600,0.4,0.807885242
9720,0.4,0.807920203
9840,0.4,0.807940419
9960,0.4,0.807952389
10080,0.4,0.807959609
10200,0.4,0.807964026
10320,0.4,0.807966759
10440,0.4,0.807968466
10560,0.4,0.807969539
10680,0.4,0.807970218
10800,0.4,0.807970649
10920,0.4,0.807970923
11040,0.4,0.807971099
11160,0.4,0.807971211
11280,0.4,0.807971284
11400,0.4,0.80797133
11520,0.4,0.80797136
11640,0.4,0.807971379
11760,0.4,0.807971391
11880,0.4,0.807971399
12000,0.4,0.807971405
