0.867596849,0.771197199,0.694077479,0.630979527,0.578397899,0.533905753,0.495769628,0.46271832,0.433798425,0.433798425,0.433798425,0.468555851,0.500907274,0.54843086,0.597366782,0.648127827,0.701124132,0.660413826,0.608746219,0.541202436,0.458994804
0.854652342,0.780582352,0.700931128,0.636142336,0.58238697,0.537053961,0.498299305,0.464783508,0.436977467,0.433798013,0.43575066,0.466311804,0.499428166,0.544719356,0.593186669,0.643401986,0.692242469,0.664465227,0.613423272,0.546545595,0.455841095
0.846215679,0.792167377,0.709410847,0.642520509,0.587311242,0.540938637,0.501419919,0.467330172,0.439814115,0.433796671,0.436694507,0.463605226,0.49703681,0.540334684,0.588253064,0.637834359,0.684945356,0.669099515,0.618689043,0.552340228,0.463542287
0.840454589,0.805986233,0.71905051,0.649701597,0.592809871,0.545245127,0.504857058,0.470118699,0.442479654,0.433788697,0.437146234,0.460718417,0.494286311,0.535753524,0.583119014,0.632063186,0.678357594,0.674049863,0.624169189,0.558333651,0.471364683
0.836485646,0.815186094,0.729618733,0.657482833,0.598710639,0.549829213,0.508490405,0.473041802,0.445066433,0.433828194,0.437346832,0.457843517,0.491388608,0.531198777,0.577968236,0.626267271,0.672122192,0.677985043,0.629697898,0.564362348,0.479200136
0.833744917,0.81701689,0.741019668,0.665773647,0.604936222,0.554627588,0.512269185,0.476067397,0.447626501,0.434405639,0.4374128,0.455621084,0.488428104,0.526971893,0.572860137,0.620552352,0.666084555,0.679068568,0.635203875,0.570396786,0.486990308
0.831859116,0.816955191,0.753331375,0.674544854,0.611457692,0.559615683,0.51617393,0.47922725,0.450190611,0.435423812,0.437404512,0.453879271,0.485442537,0.522989317,0.567815246,0.614888156,0.660173987,0.678381664,0.640640004,0.576472598,0.494703839
0.83057814,0.816898998,0.766003078,0.683802157,0.618271475,0.564787771,0.52019845,0.482484629,0.452776913,0.436665798,0.437343566,0.452384891,0.482436096,0.519158172,0.562830756,0.609295012,0.654356609,0.676687051,0.646056919,0.582567485,0.502324246
0.829732648,0.817040486,0.775523483,0.69357715,0.625388025,0.570147642,0.524345312,0.485818683,0.455399444,0.438048782,0.437264462,0.451054377,0.47943669,0.515441453,0.557924876,0.603788949,0.648615602,0.674287729,0.650917654,0.588644336,0.509843352
0.829206685,0.817337048,0.781416846,0.703899404,0.63282642,0.575704302,0.5286176,0.48922837,0.458065728,0.439547313,0.437277107,0.449854078,0.476565377,0.511819146,0.553150326,0.598370742,0.642942443,0.671352427,0.654645963,0.594674631,0.517257646
