epoch,loss
0,0.6858681440353394
1,0.6765038967132568
2,0.6677300930023193
3,0.6594932079315186
4,0.6516963839530945
5,0.6442881226539612
6,0.6372559666633606
7,0.6306049227714539
8,0.6242727637290955
9,0.6182186603546143
10,0.6123685836791992
11,0.6066099405288696
12,0.6007300615310669
13,0.5946194529533386
14,0.5880572199821472
15,0.5809811949729919
16,0.5733190178871155
17,0.5651026964187622
18,0.5563915371894836
19,0.5471847057342529
20,0.5375618934631348
21,0.5275408029556274
22,0.5171332955360413
23,0.5063632726669312
24,0.49519601464271545
25,0.4836609661579132
26,0.4717296361923218
27,0.4593546986579895
28,0.4465007781982422
29,0.43315598368644714
30,0.41930609941482544
31,0.40498629212379456
32,0.3902260959148407
33,0.3752170503139496
34,0.36005693674087524
35,0.3450150191783905
36,0.3303070068359375
37,0.31623345613479614
38,0.30299291014671326
39,0.2908187508583069
40,0.2798508107662201
41,0.2701229155063629
42,0.2614729702472687
43,0.2536015808582306
44,0.24600428342819214
45,0.23814323544502258
46,0.2294652760028839
47,0.21972623467445374
48,0.2088283896446228
49,0.19695600867271423
50,0.18435560166835785
51,0.1713542491197586
52,0.158242866396904
53,0.14522691071033478
54,0.13245832920074463
55,0.12013085186481476
56,0.10836382955312729
57,0.09736296534538269
58,0.08726248145103455
59,0.0783175453543663
60,0.07069657742977142
61,0.0646364688873291
62,0.06034856662154198
63,0.057874877005815506
64,0.057138264179229736
65,0.05785176157951355
66,0.059424545615911484
67,0.061244040727615356
68,0.06271795928478241
69,0.06349286437034607
70,0.06336382031440735
71,0.06242608651518822
72,0.06072429567575455
73,0.058563776314258575
74,0.056265540421009064
75,0.0540238618850708
76,0.05206173658370972
77,0.050452470779418945
78,0.04922211170196533
79,0.04831428453326225
80,0.04773028939962387
81,0.04735606536269188
82,0.04711272194981575
83,0.046939507126808167
84,0.0467936210334301
85,0.046644680202007294
86,0.046470824629068375
87,0.046275794506073
88,0.04602756351232529
89,0.04571354389190674
90,0.04533795639872551
91,0.04492859169840813
92,0.0444621667265892
93,0.04396814852952957
94,0.04346654191613197
95,0.04297664389014244
96,0.042497504502534866
97,0.042040999978780746
98,0.04162569344043732
99,0.04122598096728325
100,0.04084901139140129
101,0.04049213230609894
102,0.04017260670661926
103,0.039848826825618744
104,0.03953874111175537
105,0.03924013674259186
106,0.03893940523266792
107,0.038638461381196976
108,0.0383131243288517
109,0.03798332437872887
110,0.03762485831975937
111,0.03727555274963379
112,0.036924805492162704
113,0.03655971214175224
114,0.03620988875627518
115,0.03585238754749298
116,0.03551504388451576
117,0.03517051786184311
118,0.03483319282531738
119,0.03450346365571022
120,0.034166157245635986
121,0.03384710103273392
122,0.03351091966032982
123,0.0331897959113121
124,0.032853007316589355
125,0.03251834213733673
126,0.03218969702720642
127,0.031856831163167953
128,0.03151654079556465
129,0.03117738664150238
130,0.030846014618873596
131,0.030513478443026543
132,0.030177662149071693
133,0.02985149435698986
134,0.029521936550736427
135,0.0291941836476326
136,0.028870541602373123
137,0.02854984439909458
138,0.0282333604991436
139,0.027910204604268074
140,0.027586402371525764
141,0.02728448063135147
142,0.02696613222360611
143,0.02666374295949936
144,0.026350781321525574
145,0.02605719491839409
146,0.025759754702448845
147,0.025462927296757698
148,0.025169476866722107
149,0.024879910051822662
150,0.024593019858002663
151,0.02432035095989704
152,0.02404317632317543
153,0.023772161453962326
154,0.023507369682192802
155,0.023243924602866173
156,0.022984221577644348
157,0.022729897871613503
158,0.022484470158815384
159,0.022235659882426262
160,0.02199443429708481
161,0.02176450937986374
162,0.021529987454414368
163,0.021304402500391006
164,0.02108468860387802
165,0.020870741456747055
166,0.020655693486332893
167,0.02044939249753952
168,0.020242301747202873
169,0.020048046484589577
170,0.01985219307243824
171,0.019658789038658142
172,0.0194719061255455
173,0.019289134070277214
174,0.019108733162283897
175,0.01893267035484314
176,0.018757987767457962
177,0.018590716645121574
178,0.018421927466988564
179,0.018255840986967087
180,0.01808962970972061
181,0.01793653890490532
182,0.017776157706975937
183,0.01762160286307335
184,0.017468737438321114
185,0.017323685809969902
186,0.017173927277326584
187,0.017022419720888138
188,0.016881747171282768
189,0.01673884131014347
190,0.01659812033176422
191,0.016456445679068565
192,0.016322601586580276
193,0.016181915998458862
194,0.016049323603510857
195,0.01591639220714569
196,0.01578076370060444
197,0.01565186306834221
198,0.015518326312303543
199,0.015393910929560661
200,0.015264268964529037
201,0.01513783447444439
202,0.01501514296978712
203,0.014890387654304504
204,0.014769893139600754
205,0.014650139957666397
206,0.014531193301081657
207,0.014410603791475296
208,0.014300072565674782
209,0.014182398095726967
210,0.014071784913539886
211,0.013958278112113476
212,0.013844677247107029
213,0.013735977932810783
214,0.013634443283081055
215,0.01352844387292862
216,0.013418243266642094
217,0.013314408250153065
218,0.013218271546065807
219,0.013116533868014812
220,0.01301684882491827
221,0.012923471629619598
222,0.012833339162170887
223,0.012736517935991287
224,0.012647939845919609
225,0.012559225782752037
226,0.012470641173422337
227,0.01238484587520361
228,0.012298562563955784
229,0.012222591787576675
230,0.012139836326241493
231,0.012060325592756271
232,0.011983687058091164
233,0.01190770324319601
234,0.011837860569357872
235,0.011763461865484715
236,0.011693552136421204
237,0.01163309346884489
238,0.01155897043645382
239,0.011498228646814823
240,0.011434509418904781
241,0.01137672271579504
242,0.011315159499645233
243,0.011260404251515865
244,0.011201394721865654
245,0.011149808764457703
246,0.011098054237663746
247,0.011045859195291996
248,0.010995054617524147
249,0.010949078015983105
250,0.01089960616081953
251,0.010855268687009811
252,0.010807435028254986
253,0.010769391432404518
254,0.010726231150329113
255,0.01068679429590702
256,0.010646001435816288
257,0.010612267069518566
258,0.010571790859103203
259,0.010535627603530884
260,0.010503829456865788
261,0.010469234548509121
262,0.010435916483402252
263,0.01040428876876831
264,0.010371382348239422
265,0.010345535352826118
266,0.010312259197235107
267,0.010285641066730022
268,0.01025701779872179
269,0.010229078121483326
270,0.010202690027654171
271,0.010176585987210274
272,0.010146274231374264
273,0.010125729255378246
274,0.010100595653057098
275,0.010075016878545284
276,0.01004987582564354
277,0.010025538504123688
278,0.0100035909563303
279,0.009979497641324997
280,0.009957610629498959
281,0.009931274689733982
282,0.009913315996527672
283,0.009892577305436134
284,0.009867535904049873
285,0.009845615364611149
286,0.009824579581618309
287,0.009803111664950848
288,0.009781398810446262
289,0.00976049154996872
290,0.00974198617041111
291,0.009721283800899982
292,0.00970138143748045
