epoch,mean_n
0,0.03509897366166115
1,0.03519868478178978
2,0.035299476236104965
3,0.03540148213505745
4,0.03550475463271141
5,0.03560958802700043
6,0.03571572154760361
7,0.03582344576716423
8,0.03593254089355469
9,0.03604331985116005
10,0.03615555539727211
11,0.03626951947808266
12,0.0363849438726902
13,0.036502107977867126
14,0.03662080317735672
15,0.03674100339412689
16,0.03686295449733734
17,0.036986321210861206
18,0.0371110662817955
19,0.037237320095300674
20,0.03736491501331329
21,0.037493396550416946
22,0.03762307018041611
23,0.03775348141789436
24,0.03788429871201515
25,0.03801523521542549
26,0.03814566880464554
27,0.03827559947967529
28,0.03840458020567894
29,0.03853228688240051
30,0.038657866418361664
31,0.03878073766827583
32,0.03890033811330795
33,0.03901565819978714
34,0.039125215262174606
35,0.03922788426280022
36,0.03932252526283264
37,0.039406921714544296
38,0.03947923704981804
39,0.039536576718091965
40,0.03957724571228027
41,0.039597272872924805
42,0.039595045149326324
43,0.03956887498497963
44,0.039518725126981735
45,0.03944595530629158
46,0.03935350105166435
47,0.039246320724487305
48,0.03912854939699173
49,0.03900325298309326
50,0.038874417543411255
51,0.03874313458800316
52,0.0386117622256279
53,0.03848191723227501
54,0.03835311904549599
55,0.03822779282927513
56,0.03810573369264603
57,0.03798756003379822
58,0.03787294030189514
59,0.037762049585580826
60,0.03765496239066124
61,0.03755168989300728
62,0.037451695650815964
63,0.03735470771789551
64,0.037261009216308594
65,0.03717036172747612
66,0.037082694470882416
67,0.03699830546975136
68,0.03691714257001877
69,0.03683957830071449
70,0.03676553815603256
71,0.0366949662566185
72,0.036628033965826035
73,0.03656413033604622
74,0.03650296479463577
75,0.03644443303346634
76,0.036387939006090164
77,0.036333199590444565
78,0.03627930209040642
79,0.03622609004378319
80,0.03617348521947861
81,0.03612072393298149
82,0.036068350076675415
83,0.03601551055908203
84,0.03596249595284462
85,0.03590914607048035
86,0.035855360329151154
87,0.035801392048597336
88,0.035747330635786057
89,0.03569299355149269
90,0.03563884273171425
91,0.035584501922130585
92,0.03553048521280289
93,0.03547629341483116
94,0.035422876477241516
95,0.03536936640739441
96,0.03531656041741371
97,0.035264238715171814
98,0.03521275520324707
99,0.03516224026679993
100,0.035112734884023666
101,0.03506435453891754
102,0.03501749411225319
103,0.03497195616364479
104,0.034928083419799805
105,0.03488581255078316
106,0.034845009446144104
107,0.03480582684278488
108,0.03476807847619057
109,0.0347316600382328
110,0.03469644486904144
111,0.03466230630874634
112,0.03462911397218704
113,0.03459642827510834
114,0.034564413130283356
115,0.03453266993165016
116,0.034501515328884125
117,0.03447042778134346
118,0.03443935140967369
119,0.03440835326910019
120,0.034377362579107285
121,0.03434641659259796
122,0.03431522846221924
123,0.03428419306874275
124,0.034253157675266266
125,0.03422214463353157
126,0.03419124335050583
127,0.03416034206748009
128,0.03412950038909912
129,0.034098874777555466
130,0.034068457782268524
131,0.034038469195365906
132,0.03400864452123642
133,0.03397935628890991
134,0.033950142562389374
135,0.033921532332897186
136,0.03389337658882141
137,0.0338655561208725
138,0.03383825719356537
139,0.03381133824586868
140,0.033784616738557816
141,0.033758215606212616
142,0.03373216465115547
143,0.03370638191699982
144,0.03368096798658371
145,0.033655717968940735
146,0.03363077715039253
147,0.03360576555132866
148,0.03358132764697075
149,0.033556945621967316
150,0.03353291377425194
151,0.03350896015763283
152,0.033485203981399536
153,0.03346191719174385
154,0.03343863785266876
155,0.0334157794713974
156,0.03339311107993126
157,0.033370669931173325
158,0.033348385244607925
159,0.03332646191120148
160,0.03330499678850174
161,0.03328358754515648
162,0.033262476325035095
163,0.033241935074329376
164,0.03322142735123634
165,0.03320128098130226
166,0.03318154066801071
167,0.03316210210323334
168,0.033142972737550735
169,0.03312445059418678
170,0.033106014132499695
171,0.03308790177106857
172,0.03307026997208595
173,0.03305332735180855
174,0.03303647041320801
175,0.033020295202732086
176,0.03300483897328377
177,0.032989293336868286
178,0.032974597066640854
179,0.03296053782105446
180,0.03294670581817627
181,0.032933443784713745
182,0.03292081132531166
183,0.032908931374549866
184,0.03289714828133583
185,0.03288619592785835
186,0.0328759104013443
187,0.03286614269018173
188,0.032856717705726624
189,0.0328480564057827
190,0.032839879393577576
191,0.03283246234059334
192,0.03282540291547775
193,0.0328187569975853
194,0.03281296044588089
195,0.03280790522694588
196,0.032803140580654144
197,0.03279893472790718
198,0.032795459032058716
199,0.032792676240205765
200,0.03279031440615654
201,0.03278834745287895
202,0.03278729319572449
203,0.03278631344437599
204,0.03278619050979614
205,0.03278640657663345
206,0.03278699889779091
207,0.03278864175081253
208,0.032790087163448334
209,0.032792430371046066
210,0.03279509022831917
211,0.03279820829629898
212,0.03280167281627655
213,0.03280530497431755
214,0.03280988708138466
215,0.032814376056194305
216,0.03281984478235245
217,0.032825201749801636
218,0.0328311063349247
219,0.032837171107530594
220,0.032843586057424545
221,0.032850753515958786
222,0.03285766765475273
223,0.03286491334438324
224,0.03287265822291374
225,0.03288073092699051
226,0.032888758927583694
227,0.03289726376533508
228,0.03290574625134468
229,0.03291464224457741
