x(m),n_pred,n_true,error
0.0,0.020812,0.02,0.00081199966
4.999995,0.020911224,0.020125,0.0007862244
9.99999,0.021005506,0.02025,0.00075550564
14.999986,0.021100815,0.020374998,0.00072581694
19.99998,0.021205775,0.020499999,0.00070577674
24.999977,0.0212949,0.020624999,0.0006699003
29.999971,0.021398433,0.02075,0.00064843334
35.000027,0.02149763,0.020875,0.0006226301
40.000023,0.021603014,0.021,0.0006030146
45.000015,0.021707801,0.021125,0.0005828012
50.00001,0.021804597,0.02125,0.000554597
55.000008,0.021910977,0.021375,0.00053597614
60.000004,0.022020895,0.021499999,0.00052089617
65.0,0.022124141,0.021625,0.00049914233
69.99999,0.022227753,0.02175,0.00047775358
74.999985,0.022339955,0.021875,0.00046495534
79.999985,0.022448141,0.022,0.00044814125
84.99998,0.022553451,0.022124998,0.0004284531
89.99998,0.022665987,0.022249999,0.00041598827
94.99997,0.02277089,0.022374999,0.00039589033
100.00002,0.022886992,0.0225,0.0003869906
105.000015,0.023004029,0.022625,0.00037902966
110.000015,0.023112021,0.02275,0.00036202185
115.00001,0.023229048,0.022875,0.00035404786
120.00001,0.023340683,0.023,0.0003406834
125.0,0.023459295,0.023125,0.0003342945
130.0,0.02357232,0.023249999,0.00032232143
134.99998,0.023699174,0.023374999,0.00032417476
139.99998,0.023810863,0.0235,0.0003108643
144.99998,0.023931624,0.023625,0.00030662492
149.99997,0.024046801,0.02375,0.00029680133
154.99997,0.024160653,0.023874998,0.00028565526
159.99997,0.024292354,0.023999998,0.0002923552
165.00002,0.024406768,0.024125,0.00028176792
170.00002,0.024525698,0.02425,0.00027569756
175.00002,0.024657825,0.024375,0.0002828259
180.0,0.024775516,0.0245,0.00027551688
185.0,0.024892949,0.024625,0.00026794896
190.0,0.025027867,0.02475,0.00027786754
195.0,0.025146935,0.024875,0.00027193502
199.99998,0.025270248,0.024999999,0.00027024932
204.99998,0.025394011,0.025124999,0.00026901253
209.99998,0.025525298,0.025249999,0.00027529895
214.99997,0.025650598,0.025375,0.00027559884
219.99997,0.025774447,0.0255,0.00027444772
225.00003,0.0259027,0.025625,0.0002776999
230.00002,0.026027108,0.02575,0.00027710758
235.00002,0.026153712,0.025875,0.00027871132
240.00002,0.026294222,0.026,0.00029422157
245.0,0.026418502,0.026124999,0.00029350258
250.0,0.026545981,0.02625,0.00029598176
255.0,0.026677387,0.026375,0.0003023874
260.0,0.026805555,0.0265,0.00030555576
265.0,0.026938736,0.026625,0.0003137365
269.99997,0.027066277,0.026749998,0.000316279
274.99997,0.027194394,0.026874999,0.0003193952
279.99997,0.027325086,0.026999999,0.00032508746
284.99997,0.027456928,0.027125,0.00033192895
290.00003,0.027580991,0.02725,0.00033099204
295.00003,0.027712028,0.027375,0.00033702888
300.0,0.027844938,0.0275,0.00034493767
305.0,0.027975649,0.027624998,0.0003506504
310.0,0.028106946,0.02775,0.00035694614
315.0,0.028238397,0.027874999,0.00036339834
320.0,0.028372727,0.027999999,0.00037272833
325.0,0.028494366,0.028125,0.00036936626
329.99997,0.02863098,0.028249998,0.0003809817
334.99997,0.028763825,0.028375,0.0003888253
339.99997,0.028894106,0.028499998,0.00039410777
344.99997,0.029020496,0.028624998,0.0003954973
349.99997,0.029151047,0.028749999,0.000401048
355.00003,0.029285396,0.028875,0.00041039474
360.0,0.029410835,0.029,0.0004108362
365.0,0.02954187,0.029125,0.00041687116
370.0,0.029673358,0.02925,0.00042335875
375.0,0.029798914,0.029374998,0.00042391568
380.0,0.029930206,0.0295,0.00043020584
385.0,0.030058121,0.029624999,0.00043312274
390.0,0.03018599,0.02975,0.00043598935
394.99997,0.03031036,0.029875,0.00043536164
399.99997,0.03044252,0.029999997,0.00044252165
404.99997,0.030563446,0.030125,0.00043844618
409.99997,0.030694582,0.030249998,0.0004445836
414.99997,0.030817889,0.030374998,0.00044289045
420.00003,0.030945279,0.0305,0.00044527836
425.0,0.031067774,0.030625,0.0004427731
430.0,0.031200178,0.030749999,0.00045017898
435.0,0.031321947,0.030875,0.0004469473
440.0,0.031442247,0.031,0.00044224784
445.0,0.03157034,0.031124998,0.00044534355
450.0,0.031692952,0.03125,0.00044295192
454.99997,0.03181392,0.031375,0.00043892115
459.99997,0.031938933,0.031499997,0.00043893605
464.99997,0.03206134,0.031625,0.00043633953
469.99997,0.032181095,0.031749997,0.00043109804
474.99997,0.032300957,0.031875,0.00042595714
480.00003,0.032426715,0.031999998,0.0004267171
485.0,0.032546185,0.032125,0.00042118505
490.0,0.032665275,0.03225,0.00041527674
495.0,0.03278335,0.032375,0.00040835142
500.0,0.03290508,0.0325,0.00040508062
505.0,0.033021837,0.032624997,0.00039684027
510.0,0.033141136,0.03275,0.00039113685
515.0,0.033265222,0.032875,0.00039022043
520.0,0.033385195,0.033,0.00038519502
525.0,0.03350238,0.033125,0.00037738308
530.0,0.033623807,0.03325,0.0003738068
534.99994,0.033739343,0.033375,0.00036434457
539.99994,0.033860423,0.033499997,0.00036042556
544.99994,0.033979975,0.033625,0.00035497546
549.99994,0.03409805,0.033749998,0.00034805387
554.99994,0.034213126,0.033874996,0.0003381297
560.0,0.03433147,0.033999998,0.0003314726
565.0,0.03445229,0.034125,0.0003272891
570.0,0.03457388,0.03425,0.00032388046
575.0,0.03469523,0.034374997,0.0003202334
580.0,0.034817286,0.0345,0.0003172867
585.0,0.034939222,0.034625,0.0003142208
590.0,0.035055816,0.03475,0.00030581653
595.0,0.035182282,0.034874998,0.0003072843
600.0,0.035305478,0.035,0.00030547753
605.0,0.035429955,0.035125,0.000304956
610.0,0.035549454,0.03525,0.00029945374
615.0,0.035675496,0.035375,0.00030049682
620.0,0.03580433,0.035499997,0.00030433387
625.0,0.035927016,0.035625,0.00030201674
630.0,0.03605299,0.03575,0.00030298904
635.0,0.036182657,0.035875,0.00030765682
640.0,0.036306813,0.036,0.0003068149
645.0,0.036435053,0.036124997,0.0003100559
650.0,0.036560215,0.03625,0.0003102161
655.0,0.03669075,0.036375,0.00031574816
659.99994,0.036816843,0.0365,0.0003168434
664.99994,0.03694556,0.036624998,0.00032056123
669.99994,0.037076123,0.036749996,0.0003261268
674.99994,0.037201796,0.036875,0.00032679737
679.99994,0.037327547,0.036999997,0.00032754987
684.99994,0.037453033,0.037125,0.00032803416
690.0,0.037578158,0.037249997,0.00032816082
695.0,0.037704505,0.037375,0.00032950565
700.0,0.037827104,0.0375,0.00032710284
705.0,0.03795287,0.037625,0.00032787025
710.0,0.038069624,0.03775,0.00031962618
715.0,0.03818748,0.037874997,0.0003124848
719.99994,0.038308077,0.037999995,0.0003080815
725.0,0.03842093,0.038125,0.0002959296
730.0,0.03853707,0.03825,0.00028707087
735.0,0.038648836,0.038374998,0.00027383864
740.0,0.0387535,0.0385,0.00025349855
745.0,0.03886402,0.038625,0.00023902208
750.0,0.038963348,0.03875,0.00021334738
755.0,0.039064914,0.038875,0.0001899153
760.0,0.03916195,0.038999997,0.00016195327
765.0,0.039252877,0.039125,0.00012787804
770.0,0.03934642,0.03925,9.641796e-05
775.0,0.039433587,0.039375,5.858764e-05
780.0,0.039521385,0.039499998,2.1386892e-05
784.99994,0.0395988,0.039624996,2.6196241e-05
789.99994,0.03967514,0.039749995,7.485598e-05
794.99994,0.039754637,0.039874997,0.000120360404
799.99994,0.039823517,0.04,0.0001764819
804.99994,0.039893232,0.04,0.00010676682
810.0,0.0399544,0.04,4.5597553e-05
815.0,0.040013403,0.04,1.34035945e-05
820.0,0.04007402,0.04,7.402152e-05
825.0,0.04012662,0.04,0.00012662262
830.0,0.040179364,0.04,0.00017936528
835.0,0.04022547,0.04,0.00022546947
840.0,0.040266477,0.04,0.00026647747
844.99994,0.040308643,0.04,0.00030864403
849.99994,0.04034587,0.04,0.00034587085
854.99994,0.040384322,0.04,0.0003843233
860.0,0.040415302,0.04,0.0004153028
865.0,0.04043985,0.04,0.00043985248
870.0,0.040471077,0.04,0.00047107786
875.0,0.040494114,0.04,0.00049411505
880.0,0.040516235,0.04,0.0005162358
885.0,0.04053469,0.04,0.0005346909
890.0,0.04054964,0.04,0.0005496405
895.0,0.040565155,0.04,0.00056515634
900.0,0.040575676,0.04,0.00057567656
905.0,0.040588327,0.04,0.00058832765
909.99994,0.040591,0.04,0.0005910024
914.99994,0.040601794,0.04,0.00060179457
919.99994,0.040601015,0.04,0.000601016
924.99994,0.040601812,0.04,0.0006018132
929.99994,0.04060309,0.04,0.000603091
935.0,0.0406002,0.04,0.00060020015
940.0,0.040600173,0.04,0.00060017407
945.0,0.040592227,0.04,0.000592228
950.0,0.040581405,0.04,0.00058140606
955.0,0.04057651,0.04,0.000576511
960.0,0.04056342,0.04,0.00056342036
965.0,0.04055541,0.04,0.000555411
969.99994,0.040543042,0.04,0.000543043
974.99994,0.040532563,0.04,0.0005325638
979.99994,0.04051417,0.04,0.000514172
984.99994,0.040494032,0.04,0.0004940331
989.99994,0.040480793,0.04,0.00048079342
995.0,0.040458314,0.04,0.00045831501
1000.0,0.040442705,0.04,0.00044270605
1005.0,0.04041984,0.04,0.00041984022
1010.0,0.040394668,0.04,0.00039466843
1015.0,0.040372524,0.04,0.0003725253
1020.0,0.040345706,0.04,0.00034570694
1025.0,0.040326763,0.04,0.00032676384
1030.0,0.04029859,0.04,0.00029858947
1035.0,0.040275514,0.04,0.00027551502
1040.0,0.040242642,0.04,0.00024264306
1045.0001,0.04021322,0.04,0.00021322072
1050.0001,0.040188737,0.04,0.00018873811
1055.0001,0.040156364,0.04,0.00015636533
1060.0001,0.04013013,0.04,0.00013013184
1065.0,0.040096782,0.04,9.678304e-05
1070.0,0.040061012,0.04,6.1012805e-05
1075.0,0.040031686,0.04,3.168732e-05
1080.0,0.039997343,0.04,2.656132e-06
1085.0,0.039966747,0.04,3.325194e-05
1090.0,0.039929017,0.04,7.098168e-05
1095.0,0.03989824,0.04,0.00010176003
1100.0,0.039860718,0.04,0.00013928115
1105.0,0.039821196,0.04,0.00017880276
1110.0,0.03978689,0.04,0.00021310896
1115.0,0.039747678,0.04,0.00025232136
1120.0,0.039714146,0.04,0.0002858527
1125.0,0.039672256,0.04,0.0003277436
1130.0,0.039638255,0.04,0.0003617443
1135.0,0.039595652,0.04,0.00040434673
1140.0,0.039554633,0.04,0.0004453659
1145.0,0.039516363,0.04,0.0004836358
1150.0,0.039473996,0.04,0.00052600354
1155.0,0.039438207,0.04,0.0005617924
1160.0001,0.039391845,0.04,0.00060815364
1165.0,0.03935625,0.04,0.0006437488
1170.0001,0.039309386,0.04,0.00069061294
1175.0,0.039264508,0.04,0.0007354915
1180.0001,0.039225318,0.04,0.00077468157
1185.0001,0.03918022,0.04,0.00081977993
1190.0,0.03914042,0.04,0.00085958093
1195.0,0.039091695,0.04,0.000908304
1200.0,0.039054103,0.04,0.0009458959
1205.0,0.039004818,0.0399375,0.0009326823
1210.0,0.03895752,0.039875,0.0009174794
1215.0,0.038917303,0.039812498,0.0008951947
1220.0,0.038869012,0.03975,0.00088098645
1225.0,0.038825274,0.0396875,0.0008622259
1230.0,0.038777895,0.039625,0.00084710494
1235.0,0.038734116,0.039562497,0.0008283816
1240.0,0.03868597,0.039499998,0.0008140281
1245.0,0.03863569,0.0394375,0.00080180913
1250.0,0.038592048,0.039375,0.0007829517
1255.0,0.03854187,0.0393125,0.0007706322
1260.0,0.038497575,0.039249998,0.00075242296
1265.0,0.038447835,0.0391875,0.00073966384
1270.0,0.03840334,0.039125,0.0007216595
1275.0,0.038351633,0.0390625,0.00071086735
1280.0,0.038306527,0.039,0.00069347396
1285.0001,0.03825462,0.038937498,0.00068287924
1290.0,0.038204193,0.038875,0.0006708056
1295.0001,0.038156737,0.038812496,0.0006557591
1300.0,0.038106643,0.03875,0.00064335763
1305.0001,0.038060367,0.038687497,0.00062713027
1310.0,0.038006663,0.038625,0.00061833486
1315.0,0.03796088,0.0385625,0.0006016195
1320.0,0.037908375,0.0385,0.0005916245
1325.0,0.037853725,0.0384375,0.00058377534
1330.0,0.03780838,0.038374998,0.00056661665
1335.0,0.037754886,0.0383125,0.0005576126
1340.0,0.037706435,0.03825,0.00054356456
1345.0,0.037652764,0.0381875,0.0005347356
1350.0,0.037605766,0.038125,0.0005192347
1355.0,0.037550725,0.038062498,0.00051177293
1360.0,0.03750413,0.038,0.00049586967
1365.0,0.03744917,0.0379375,0.0004883297
1370.0,0.037394874,0.037875,0.0004801266
1375.0,0.03734768,0.037812497,0.00046481565
1380.0,0.03729278,0.03775,0.00045721978
1385.0,0.037245125,0.0376875,0.0004423745
1390.0,0.037189342,0.037625,0.0004356578
1395.0,0.03713865,0.0375625,0.00042385235
1400.0,0.037084952,0.037499998,0.00041504577
1405.0,0.037036367,0.0374375,0.0004011318
1410.0001,0.036980003,0.037375,0.00039499626
1415.0,0.03692653,0.0373125,0.00038596988
1420.0001,0.03687743,0.037249997,0.00037256628
1425.0,0.036819167,0.037187498,0.00036833063
1430.0001,0.036769032,0.037125,0.0003559664
1435.0,0.03671342,0.0370625,0.00034907833
1440.0,0.03666669,0.037,0.00033330917
1445.0,0.036609598,0.036937498,0.00032790005
1450.0,0.03655923,0.036875,0.00031576678
1455.0,0.036505062,0.0368125,0.00030743703
1460.0,0.03644579,0.03675,0.00030421093
1465.0,0.036395244,0.0366875,0.00029225647
1470.0,0.036340617,0.036624998,0.0002843812
1475.0,0.03628995,0.0365625,0.0002725497
1480.0,0.036235146,0.0365,0.00026485324
1485.0,0.036181748,0.0364375,0.00025575235
1490.0,0.036128808,0.036375,0.00024619326
1495.0,0.036077946,0.0363125,0.00023455173
1500.0,0.036020853,0.03625,0.00022914633
1505.0,0.03596336,0.0361875,0.00022413954
1510.0,0.0359117,0.036125,0.00021329895
