time,distance,h_error,Q_error,h_true,h_pred,Q_true,Q_pred
10.0,100.0,0.0036046207,0.010509729,0.40436667,0.40076205,0.78058237,0.77007264
10.0,200.0,0.0023579597,0.00693655,0.4035241,0.40116614,0.70093113,0.6939946
10.0,300.0,0.0012834966,0.003653407,0.40290475,0.40162125,0.6361423,0.6324889
10.0,400.0,0.0005892217,0.0008696914,0.40243587,0.40184665,0.582387,0.5815173
10.0,500.0,0.00047141314,0.00012356043,0.40207228,0.40160087,0.53705394,0.5369304
10.0,600.0,0.00032827258,0.001031816,0.4017846,0.40145633,0.4982993,0.49933112
10.0,700.0,9.88543e-05,0.0014721453,0.4015527,0.40145385,0.46478352,0.46625566
10.0,800.0,0.00014275312,0.0003194511,0.40081307,0.40095583,0.43697748,0.43729693
10.0,900.0,0.00080135465,0.0031006038,0.39999926,0.40080062,0.43379802,0.43689862
10.0,1000.0,0.00108549,0.0005785823,0.39926696,0.40035245,0.43575066,0.43632925
10.0,1100.0,0.0014216602,0.0027270317,0.398326,0.39974767,0.4663118,0.46903884
10.0,1200.0,0.0013292432,0.0025436282,0.39812565,0.3994549,0.49942815,0.5019718
10.0,1300.0,0.0013219714,0.00039094687,0.3976033,0.39892527,0.54471934,0.5451103
10.0,1400.0,0.00091966987,0.00087219477,0.3975242,0.39844388,0.5931867,0.5940589
10.0,1500.0,0.0011070967,0.00092089176,0.39742637,0.39853346,0.643402,0.6424811
10.0,1600.0,0.000117599964,0.0020809174,0.39889985,0.39878225,0.69224244,0.69432336
10.0,1700.0,0.0018787086,0.00768131,0.40226325,0.40038455,0.66446525,0.65678394
10.0,1800.0,0.0010226667,0.004879415,0.4029078,0.40188512,0.6134233,0.6085439
10.0,1900.0,0.0008636415,0.0026139617,0.4038823,0.40301865,0.5465456,0.54393166
10.0,2000.0,0.0007496774,0.008814365,0.40507075,0.40432107,0.4558411,0.46465546
20.0,0.0,0.0001501441,0.013048768,0.4005882,0.40073836,0.84621567,0.85926443
20.0,100.0,0.0073895454,0.023167431,0.40889937,0.40150982,0.79216737,0.76899993
20.0,200.0,0.004850149,0.014655709,0.40716425,0.4023141,0.70941085,0.69475514
20.0,300.0,0.0028199255,0.008005738,0.40588862,0.4030687,0.6425205,0.63451475
20.0,400.0,0.0014471114,0.0029415488,0.4049276,0.4034805,0.58731127,0.5843697
20.0,500.0,0.0008943975,0.0006543994,0.4041852,0.4032908,0.5409386,0.5402842
20.0,600.0,0.0005314052,0.0014992952,0.40359947,0.40306807,0.5014199,0.5029192
20.0,700.0,0.00026080012,0.0025702715,0.40312853,0.40286773,0.46733016,0.46990043
20.0,800.0,0.00034871697,0.0010249913,0.4017091,0.40205783,0.43981412,0.4408391
20.0,900.0,0.0017514527,0.0063446164,0.3999984,0.40174985,0.43379667,0.4401413
20.0,1000.0,0.0022543967,0.0023181736,0.39862517,0.40087956,0.4366945,0.43901268
20.0,1100.0,0.0030289888,0.0068341494,0.39665225,0.39968124,0.46360523,0.47043937
20.0,1200.0,0.0026932657,0.005147159,0.39629498,0.39898825,0.4970368,0.502184
20.0,1300.0,0.0028502345,0.003532946,0.395231,0.39808124,0.5403347,0.54386765
20.0,1400.0,0.002204746,0.0029622316,0.39507633,0.39728108,0.5882531,0.5912153
20.0,1500.0,0.0022893846,0.00030380487,0.3948838,0.3971732,0.63783437,0.6381382
20.0,1600.0,0.00013422966,0.0039088726,0.3975011,0.39763534,0.68494534,0.6888542
20.0,1700.0,0.0038608015,0.014870584,0.40449405,0.40063325,0.6690995,0.6542289
20.0,1800.0,0.0023610294,0.009890735,0.40578464,0.4034236,0.61868906,0.6087983
20.0,1900.0,0.0019972026,0.005449593,0.40774006,0.40574285,0.5523402,0.5468906
20.0,2000.0,0.001698643,0.0065259933,0.4098759,0.40817726,0.46354228,0.47006828
30.0,0.0,9.843707e-05,0.015177667,0.40088266,0.4009811,0.8404546,0.85563225
30.0,100.0,0.011459559,0.037975192,0.41374683,0.40228727,0.8059862,0.76801103
30.0,200.0,0.0074110627,0.023344457,0.4109439,0.40353283,0.7190505,0.69570607
30.0,300.0,0.004347056,0.012897253,0.40896675,0.4046197,0.6497016,0.63680434
30.0,400.0,0.0022441745,0.0052778125,0.40748549,0.4052413,0.59280986,0.58753204
30.0,500.0,0.0012255311,0.0012729168,0.4063459,0.40512037,0.5452451,0.5439722
30.0,600.0,0.00062921643,0.001989603,0.40544978,0.40482056,0.50485706,0.50684667
30.0,700.0,0.00031864643,0.0037577748,0.40473145,0.4044128,0.4701187,0.47387648
30.0,800.0,0.00059753656,0.0022114813,0.40267357,0.4032711,0.44247964,0.44469112
30.0,900.0,0.0027953982,0.009869665,0.3999966,0.402792,0.4337887,0.44365835
30.0,1000.0,0.003408879,0.004765928,0.39805263,0.4014615,0.43714625,0.44191217
30.0,1100.0,0.0046344697,0.011226177,0.39497703,0.3996115,0.46071842,0.4719446
30.0,1200.0,0.0039724708,0.008113682,0.3944986,0.39847106,0.4942863,0.5024
30.0,1300.0,0.0042559206,0.0067605376,0.39288318,0.3971391,0.53575355,0.5425141
30.0,1400.0,0.003317207,0.0050221086,0.3926585,0.3959757,0.58311903,0.58814114
30.0,1500.0,0.003263086,0.0013912916,0.3923721,0.3956352,0.6320632,0.6334545
30.0,1600.0,0.00039991736,0.0046014786,0.39590484,0.39630476,0.6783576,0.6829591
30.0,1700.0,0.0059324503,0.022615075,0.4067217,0.40078926,0.67404985,0.6514348
30.0,1800.0,0.0036682785,0.015164077,0.40863046,0.40496218,0.6241692,0.6090051
30.0,1900.0,0.003018111,0.00833112,0.4115796,0.4085615,0.55833364,0.5500025
30.0,2000.0,0.002271086,0.0044807494,0.41449755,0.41222647,0.47136468,0.47584543
40.0,0.0,2.7954578e-05,0.015500009,0.4011773,0.40120524,0.8364856,0.85198563
40.0,100.0,0.014507681,0.048045814,0.41760182,0.40309414,0.8151861,0.76714027
40.0,200.0,0.01006186,0.032743752,0.41488457,0.4048227,0.7296187,0.696875
40.0,300.0,0.005877167,0.018101513,0.41215232,0.40627515,0.65748286,0.63938135
40.0,400.0,0.0029868484,0.007685244,0.41011775,0.4071309,0.59871066,0.5910254
40.0,500.0,0.0014669001,0.0018153787,0.40855986,0.40709296,0.5498292,0.5480138
40.0,600.0,0.00062048435,0.002641201,0.40733927,0.4067188,0.5084904,0.5111316
40.0,700.0,0.0002695322,0.005158812,0.4063651,0.40609556,0.4730418,0.4782006
40.0,800.0,0.00090545416,0.0038024485,0.40369782,0.40460327,0.44506642,0.44886887
40.0,900.0,0.0039276183,0.013636082,0.40000713,0.40393475,0.4338282,0.4474643
40.0,1000.0,0.004570693,0.0076940656,0.39753538,0.40210608,0.43734685,0.4450409
40.0,1100.0,0.0062316954,0.015724689,0.39331475,0.39954644,0.4578435,0.4735682
40.0,1200.0,0.0051805675,0.011246264,0.39272988,0.39791045,0.49138862,0.5026349
40.0,1300.0,0.0055332184,0.009868801,0.3905717,0.39610493,0.5311988,0.5410676
40.0,1400.0,0.0042624176,0.0068905354,0.39027053,0.39453295,0.57796824,0.5848588
40.0,1500.0,0.004020691,0.0021898746,0.38990167,0.39392236,0.62626725,0.6284571
40.0,1600.0,0.00062167645,0.00454551,0.39416903,0.3947907,0.6721222,0.6766677
40.0,1700.0,0.007851124,0.02957058,0.40869522,0.4008441,0.6779851,0.6484145
40.0,1800.0,0.004957378,0.02053386,0.41144386,0.40648648,0.6296979,0.60916406
40.0,1900.0,0.003956616,0.01110369,0.41541186,0.41145524,0.56436235,0.55325866
40.0,2000.0,0.0025343597,0.002776444,0.41898164,0.41644728,0.47920012,0.48197657
50.0,0.0,6.005168e-05,0.014631271,0.40147215,0.4014121,0.83374494,0.8483762
50.0,100.0,0.015862614,0.05059147,0.41979367,0.40393105,0.8170169,0.76642543
50.0,200.0,0.01282385,0.04272926,0.4190077,0.40618384,0.74101967,0.6982904
50.0,300.0,0.007421553,0.02350533,0.41545743,0.40803587,0.66577363,0.6422683
50.0,400.0,0.0036808252,0.010067761,0.41283172,0.4091509,0.60493624,0.5948685
50.0,500.0,0.0016202927,0.0022020936,0.41083166,0.40921137,0.5546276,0.5524255
50.0,600.0,0.00050380826,0.0035197139,0.40927088,0.40876707,0.5122692,0.5157889
50.0,700.0,0.00010976195,0.00681898,0.40803176,0.407922,0.4760674,0.48288637
50.0,800.0,0.0012860894,0.0057583153,0.40477622,0.4060623,0.4476265,0.45338482
50.0,900.0,0.005025953,0.017164707,0.40015945,0.4051854,0.43440562,0.45157033
50.0,1000.0,0.005757898,0.010997206,0.39706397,0.40282187,0.4374128,0.44841
50.0,1100.0,0.007664919,0.019702226,0.39183044,0.39949536,0.4556211,0.47532332
50.0,1200.0,0.0063316524,0.014476657,0.39098412,0.39731577,0.48842812,0.5029048
50.0,1300.0,0.0066239536,0.012577891,0.3883635,0.39498746,0.5269719,0.53954977
50.0,1400.0,0.005048871,0.008536577,0.3879119,0.39296076,0.5728601,0.5813967
50.0,1500.0,0.00458622,0.0026291609,0.38745576,0.39204198,0.62055236,0.6231815
50.0,1600.0,0.00076654553,0.003935039,0.39233056,0.3930971,0.6660845,0.67001957
50.0,1700.0,0.009150118,0.033882797,0.40994084,0.40079072,0.67906857,0.64518577
50.0,1800.0,0.0062438548,0.025928378,0.41422424,0.40798038,0.6352039,0.6092755
50.0,1900.0,0.004823774,0.013750374,0.4192265,0.41440272,0.5703968,0.5566464
50.0,2000.0,0.0025411248,0.0014528334,0.42335427,0.42081314,0.4869903,0.48844314
60.0,0.0,0.00016206503,0.013001204,0.40176725,0.4016052,0.8318591,0.8448603
60.0,100.0,0.016551703,0.051049232,0.42135128,0.40479958,0.8169552,0.765906
60.0,200.0,0.015736967,0.053351283,0.42335394,0.40761697,0.75333136,0.6999801
60.0,300.0,0.008992195,0.029059589,0.41889414,0.40990195,0.6745449,0.6454853
60.0,400.0,0.004332572,0.012381315,0.4156343,0.41130173,0.6114577,0.5990764
60.0,500.0,0.0016882718,0.002396524,0.41316542,0.41147715,0.5596157,0.55721915
60.0,600.0,0.00027868152,0.0046548247,0.41124716,0.41096848,0.51617396,0.5208288
60.0,700.0,0.00018274784,0.00871551,0.40971437,0.40989712,0.47922724,0.48794276
60.0,800.0,0.0017504692,0.008056641,0.40590507,0.40765554,0.4501906,0.45824724
60.0,900.0,0.0061295927,0.020560503,0.40042198,0.40655157,0.43542382,0.45598432
60.0,1000.0,0.0069856644,0.014622867,0.3966321,0.40361777,0.4374045,0.45202738
60.0,1100.0,0.008964479,0.023343295,0.390505,0.39946947,0.45387927,0.47722256
60.0,1200.0,0.00744012,0.017784268,0.38925833,0.39669845,0.48544255,0.5032268
60.0,1300.0,0.0075499415,0.014995635,0.38624883,0.39379877,0.52298933,0.53798497
60.0,1400.0,0.005689323,0.009973466,0.38558206,0.39127138,0.56781524,0.5777887
60.0,1500.0,0.004954815,0.0027822852,0.38505062,0.39000544,0.61488813,0.6176704
60.0,1600.0,0.00081703067,0.0028894544,0.39041483,0.39123186,0.660174,0.66306347
60.0,1700.0,0.009989977,0.036610425,0.41061372,0.40062374,0.6783817,0.64177126
60.0,1800.0,0.0075398684,0.03130001,0.41696766,0.4094278,0.64064,0.60934
60.0,1900.0,0.0056153536,0.016323924,0.42299414,0.41737878,0.5764726,0.56014866
60.0,2000.0,0.0023382306,0.0005133748,0.42763075,0.42529252,0.49470383,0.4952172
70.0,0.0,0.00027295947,0.010920286,0.40206254,0.40178958,0.83057815,0.84149843
70.0,100.0,0.01698476,0.051276565,0.42268705,0.4057023,0.816899,0.76562244
70.0,200.0,0.018709391,0.064032555,0.42783228,0.40912288,0.7660031,0.7019705
70.0,300.0,0.010601878,0.034752846,0.42247498,0.4118731,0.6838021,0.6490493
70.0,400.0,0.0049491525,0.014611244,0.4185324,0.41358325,0.61827147,0.6036602
70.0,500.0,0.0016742945,0.0023855567,0.4155652,0.4138909,0.56478775,0.5624022
70.0,600.0,5.4359436e-05,0.006057799,0.41327074,0.4133251,0.52019846,0.52625626
70.0,700.0,0.000605911,0.0108888745,0.41141924,0.41202515,0.48248464,0.4933735
70.0,800.0,0.0023075342,0.010682374,0.40708214,0.40938967,0.4527769,0.46345928
70.0,900.0,0.0072724223,0.024043411,0.4007675,0.40803993,0.4366658,0.4607092
70.0,1000.0,0.0082702935,0.01855424,0.3962327,0.404503,0.43734357,0.4558978
70.0,1100.0,0.010184914,0.026891768,0.38929555,0.39948046,0.4523849,0.47927666
70.0,1200.0,0.008524388,0.021182269,0.38754728,0.39607167,0.4824361,0.50361836
70.0,1300.0,0.008345693,0.017241716,0.38420725,0.39255294,0.5191582,0.5363999
70.0,1400.0,0.006200999,0.011242151,0.38327888,0.38947988,0.56283075,0.5740729
70.0,1500.0,0.0051419437,0.002678454,0.38268572,0.38782766,0.609295,0.61197346
70.0,1600.0,0.0007658899,0.0014997721,0.38844046,0.38920635,0.6543566,0.6558564
70.0,1700.0,0.010529608,0.03848934,0.41086924,0.40033963,0.67668706,0.6381977
70.0,1800.0,0.008877307,0.036698878,0.41968948,0.41081217,0.6460569,0.609358
70.0,1900.0,0.0063474476,0.018823624,0.42670402,0.42035657,0.5825675,0.5637439
70.0,2000.0,0.0019710362,6.276369e-05,0.4318205,0.42984948,0.5023242,0.50226146
80.0,0.0,0.0003861487,0.008619785,0.40235806,0.4019719,0.82973266,0.83835244
80.0,100.0,0.017243415,0.051426053,0.4238856,0.4066422,0.8170405,0.76561445
80.0,200.0,0.020995766,0.07123768,0.43169773,0.41070196,0.7755235,0.7042858
80.0,300.0,0.012265831,0.04060334,0.42621446,0.41394863,0.6935772,0.65297383
80.0,400.0,0.0055394173,0.016761541,0.4215334,0.415994,0.625388,0.6086265
80.0,500.0,0.0015833378,0.0021707416,0.41803515,0.4164518,0.57014763,0.5679769
80.0,600.0,0.0004941225,0.007725954,0.41534373,0.41583785,0.52434534,0.5320713
80.0,700.0,0.0011550188,0.013358951,0.41315427,0.4143093,0.48581868,0.49917763
80.0,800.0,0.0029652715,0.013620138,0.40830535,0.41127062,0.45539945,0.4690196
80.0,900.0,0.008467346,0.02769506,0.40118983,0.40965718,0.43804878,0.46574384
80.0,1000.0,0.00962171,0.022757798,0.3958649,0.4054866,0.43726447,0.46002227
80.0,1100.0,0.011357456,0.03044027,0.38818362,0.39954108,0.45105436,0.48149464
80.0,1200.0,0.009597331,0.024659514,0.38585252,0.39544985,0.4794367,0.5040962
80.0,1300.0,0.009038746,0.019381106,0.38222757,0.39126632,0.5154415,0.5348226
80.0,1400.0,0.006598711,0.012365639,0.38100514,0.38760385,0.55792487,0.5702905
80.0,1500.0,0.0051715076,0.0023551583,0.38035533,0.38552684,0.603789,0.60614413
80.0,1600.0,0.0006137192,0.00015538931,0.38642156,0.38703528,0.6486156,0.6484602
80.0,1700.0,0.010851145,0.039792776,0.41078746,0.39993632,0.67428774,0.63449496
80.0,1800.0,0.0101546645,0.04158753,0.42227215,0.41211748,0.65091765,0.6093301
80.0,1900.0,0.00704816,0.02123779,0.43035552,0.42330736,0.5886443,0.56740654
80.0,2000.0,0.0014852285,0.0003132224,0.43592966,0.43444443,0.50984335,0.5095301
90.0,0.0,0.0004941225,0.0062751174,0.40265378,0.40215966,0.8292067,0.8354818
90.0,100.0,0.017351925,0.051418602,0.42497483,0.4076229,0.81733704,0.76591843
90.0,200.0,0.022403926,0.07447153,0.43475878,0.41235486,0.78141683,0.7069453
90.0,300.0,0.013998002,0.04663247,0.4301249,0.4161269,0.7038994,0.6572669
90.0,400.0,0.006113678,0.018850803,0.42464525,0.41853157,0.63282645,0.61397564
90.0,500.0,0.0014218986,0.0017653704,0.4205797,0.4191578,0.5757043,0.5739389
90.0,600.0,0.001036793,0.009649634,0.41746917,0.41850597,0.5286176,0.53826725
90.0,700.0,0.0018272996,0.016118765,0.41492367,0.41675097,0.48922837,0.50534713
90.0,800.0,0.0037294328,0.016854674,0.40957385,0.4133033,0.45806572,0.4749204
90.0,900.0,0.009723067,0.031534195,0.40168533,0.4114084,0.4395473,0.4710815
90.0,1000.0,0.01102519,0.027120113,0.3955518,0.406577,0.4372771,0.46439722
90.0,1100.0,0.01250571,0.03402847,0.38715827,0.39966398,0.44985408,0.48388255
90.0,1200.0,0.010644853,0.028110355,0.38420328,0.39484814,0.4765654,0.50467575
90.0,1300.0,0.009654105,0.021461546,0.380302,0.38995612,0.5118191,0.5332807
90.0,1400.0,0.0068879128,0.013333082,0.37877473,0.38566265,0.5531503,0.5664834
90.0,1500.0,0.005067438,0.0018674731,0.378056,0.38312343,0.59837073,0.6002382
90.0,1600.0,0.00036650896,0.00200212,0.38436916,0.38473567,0.6429424,0.6409403
90.0,1700.0,0.011008829,0.040657938,0.41042295,0.39941412,0.67135245,0.6306945
90.0,1800.0,0.011237383,0.04538971,0.42456535,0.41332796,0.654646,0.60925627
90.0,1900.0,0.007747501,0.02356708,0.43394947,0.42620197,0.59467465,0.57110757
90.0,2000.0,0.00092700124,0.00028783083,0.43996242,0.43903542,0.51725763,0.5169698
100.0,0.0,0.0005888641,0.0040215254,0.40294975,0.4023609,0.8289198,0.83294135
100.0,100.0,0.017325133,0.051178813,0.4259729,0.40864778,0.8177441,0.76656526
100.0,200.0,0.023239136,0.07552612,0.43732053,0.4140814,0.785489,0.7099629
100.0,300.0,0.015839517,0.05299306,0.43424493,0.4184054,0.71492326,0.6619302
100.0,400.0,0.0066847503,0.020910501,0.4278769,0.42119214,0.64061207,0.61970156
100.0,500.0,0.00119856,0.0011924505,0.42320368,0.42200512,0.58146995,0.5802775
100.0,600.0,0.0016771257,0.011808991,0.4196499,0.42132702,0.53302175,0.54483074
100.0,700.0,0.002619952,0.01914975,0.41673028,0.41935024,0.4927182,0.51186794
100.0,800.0,0.0046034753,0.020365328,0.41088718,0.41549066,0.46078268,0.481148
100.0,900.0,0.011047244,0.035559952,0.40225047,0.4132977,0.44115007,0.47671002
100.0,1000.0,0.012473643,0.031584203,0.3953082,0.40778184,0.43743038,0.46901459
100.0,1100.0,0.013650358,0.037678808,0.38621104,0.3998614,0.44876423,0.48644304
100.0,1200.0,0.011661977,0.03149247,0.38261968,0.39428166,0.4738772,0.50536966
100.0,1300.0,0.010216147,0.023521781,0.37842444,0.38864058,0.5082782,0.5318
100.0,1400.0,0.007081419,0.014166355,0.3765955,0.38367692,0.5485263,0.56269264
100.0,1500.0,0.004853517,0.0012735128,0.37578595,0.38063946,0.5930376,0.5943111
100.0,1600.0,3.4719706e-05,0.0039706826,0.38229212,0.38232684,0.6373328,0.6333621
100.0,1700.0,0.011044472,0.04117179,0.40981904,0.39877456,0.66799957,0.6268278
100.0,1800.0,0.012105495,0.048106313,0.42653468,0.4144292,0.65724176,0.60913545
100.0,1900.0,0.008477807,0.02583605,0.4374888,0.429011,0.6006512,0.57481515
100.0,2000.0,0.0003425777,4.553795e-05,0.44392198,0.4435794,0.52456635,0.5245208
110.0,0.0,0.0006631315,0.0019620657,0.4032459,0.40258276,0.82881564,0.8307777
110.0,100.0,0.01717481,0.05065173,0.42689398,0.40971917,0.81823033,0.7675786
110.0,200.0,0.023712993,0.07547617,0.43959317,0.41588017,0.78882104,0.7133449
110.0,300.0,0.017649472,0.05896771,0.43842947,0.42078,0.725926,0.6669583
110.0,400.0,0.0072681904,0.02298528,0.4312383,0.4239701,0.6487762,0.6257909
110.0,500.0,0.00092437863,0.00048482418,0.42591238,0.424988,0.5874594,0.58697456
110.0,600.0,0.0024084747,0.014173865,0.42188814,0.42429662,0.5375679,0.5517418
110.0,700.0,0.0035281777,0.022425711,0.41857663,0.4221048,0.49629366,0.5187194
110.0,800.0,0.005589664,0.024124771,0.4122441,0.41783378,0.46355817,0.48768294
110.0,900.0,0.012444913,0.039761573,0.40288216,0.41532707,0.44284984,0.48261142
110.0,1000.0,0.0139704645,0.036141723,0.39513624,0.4091067,0.4377196,0.47386134
110.0,1100.0,0.014810085,0.041407585,0.385334,0.4001441,0.44776726,0.48917484
110.0,1200.0,0.012657493,0.034822106,0.38110676,0.39376426,0.4713654,0.5061875
110.0,1300.0,0.010747969,0.025598764,0.3765889,0.38733688,0.5048048,0.53040355
110.0,1400.0,0.0071980953,0.014910758,0.37446883,0.38166693,0.5440456,0.5589564
110.0,1500.0,0.0045538545,0.000631094,0.37354335,0.3780972,0.58778423,0.5884153
110.0,1600.0,0.00036913157,0.0059963465,0.38019764,0.3798285,0.63178456,0.6257882
110.0,1700.0,0.01099053,0.04139304,0.40901113,0.3980206,0.664318,0.622925
110.0,1800.0,0.012785763,0.049916685,0.4281937,0.41540793,0.6588827,0.608966
110.0,1900.0,0.009266734,0.028060555,0.44097316,0.43170643,0.6065561,0.57849556
110.0,2000.0,0.00022280216,0.0003502965,0.44781083,0.44803363,0.5317689,0.5321192
120.0,0.0,0.00071045756,0.00017160177,0.4035423,0.40283185,0.8288536,0.8290252
120.0,100.0,0.016910702,0.04980296,0.42774943,0.41083872,0.81877434,0.7689714
120.0,200.0,0.023908913,0.07466751,0.4416576,0.4177487,0.7917559,0.7170884
120.0,300.0,0.01910153,0.063103914,0.4423467,0.42324516,0.7354409,0.672337
120.0,400.0,0.007882178,0.025129974,0.43474022,0.42685804,0.65735203,0.63222206
120.0,500.0,0.00061279535,0.00031459332,0.42871165,0.42809886,0.59368956,0.59400415
120.0,600.0,0.0032210648,0.01670754,0.42418674,0.4274078,0.54226494,0.5589725
120.0,700.0,0.0045449436,0.025913268,0.42046514,0.4250101,0.4999605,0.5258738
120.0,800.0,0.0066871345,0.028101206,0.41364425,0.4203314,0.4663974,0.4944986
120.0,900.0,0.013918638,0.04412046,0.4035777,0.41749632,0.44464156,0.48876202
120.0,1000.0,0.015520126,0.04078433,0.3950353,0.41055542,0.43813482,0.47891915
120.0,1100.0,0.016000181,0.04521954,0.38452095,0.40052113,0.4468524,0.49207193
120.0,1200.0,0.013643801,0.038119048,0.37966514,0.39330894,0.4690152,0.50713426
120.0,1300.0,0.011270285,0.027718186,0.374791,0.38606128,0.5013919,0.5291101
120.0,1400.0,0.0072582364,0.015610516,0.3723941,0.37965235,0.5396976,0.5553081
120.0,1500.0,0.004191011,1.2636185e-05,0.37132782,0.37551883,0.58261067,0.58259803
120.0,1600.0,0.00083085895,0.008020639,0.37809163,0.37726077,0.6262967,0.61827606
120.0,1700.0,0.01087153,0.041362107,0.40802878,0.39715725,0.660376,0.6190139
120.0,1800.0,0.0133062005,0.05096811,0.42956007,0.41625386,0.65971303,0.6087449
120.0,1900.0,0.010093868,0.03005892,0.44435632,0.43426245,0.61217344,0.5821145
120.0,2000.0,0.00072714686,0.00082963705,0.45163065,0.4523578,0.53886956,0.5396992
130.0,0.0,0.000726372,0.0012999177,0.4038389,0.40311253,0.82900447,0.82770455
130.0,100.0,0.016542554,0.04861647,0.42854849,0.41200593,0.8193615,0.77074504
130.0,200.0,0.023867369,0.0732196,0.44354963,0.41968226,0.7943999,0.7211803
130.0,300.0,0.02008003,0.065099776,0.4458732,0.42579317,0.74314266,0.6780429
130.0,400.0,0.008552074,0.027432501,0.43839866,0.42984658,0.6663976,0.6389651
130.0,500.0,0.00028058887,0.0011526346,0.431608,0.4313274,0.60018,0.6013326
130.0,600.0,0.0041021705,0.019366264,0.42654932,0.4306515,0.54712164,0.5664879
130.0,700.0,0.005660802,0.02957189,0.42239827,0.42805907,0.50372475,0.53329664
130.0,800.0,0.007891595,0.03225878,0.41508773,0.42297933,0.46930394,0.5015627
130.0,900.0,0.015467852,0.048610717,0.4043348,0.41980267,0.4465216,0.49513233
130.0,1000.0,0.017124087,0.04549399,0.39500487,0.41212896,0.43867037,0.48416436
130.0,1100.0,0.017227769,0.04909414,0.38377115,0.40099892,0.44602928,0.49512342
130.0,1200.0,0.014631301,0.04139453,0.37829438,0.39292568,0.4668154,0.50820994
130.0,1300.0,0.011795759,0.02987802,0.3730323,0.38482806,0.49805456,0.5279326
130.0,1400.0,0.0072813034,0.016302466,0.3703699,0.3776512,0.5354726,0.55177504
130.0,1500.0,0.0037831664,0.0006275773,0.36914185,0.372925,0.5775273,0.5768997
130.0,1600.0,0.0013357401,0.009992778,0.37597892,0.37464318,0.6208688,0.610876
130.0,1700.0,0.010706842,0.041109085,0.4068968,0.39618996,0.65622747,0.6151184
130.0,1800.0,0.013693929,0.05137372,0.43065178,0.41695786,0.6598421,0.60846835
130.0,1900.0,0.010918915,0.031611323,0.44757527,0.43665636,0.61724937,0.58563805
130.0,2000.0,0.0011307001,0.0013379455,0.45538405,0.45651475,0.5458574,0.5471954
140.0,0.0,0.0007086098,0.0024260283,0.40413573,0.40342712,0.8292466,0.82682055
140.0,100.0,0.016080618,0.04709375,0.4292988,0.41321817,0.81998175,0.772888
140.0,200.0,0.02361846,0.07120997,0.4452928,0.42167434,0.79680645,0.7255965
140.0,300.0,0.020662159,0.065527976,0.4490766,0.42841443,0.74957085,0.6840429
140.0,400.0,0.00930205,0.029964149,0.4422258,0.43292376,0.6759452,0.6459811
140.0,500.0,5.26011e-05,0.001965642,0.43460873,0.43466133,0.60695255,0.6089182
140.0,600.0,0.005035907,0.022098124,0.42897996,0.43401587,0.5521479,0.57424605
140.0,700.0,0.006862849,0.033354223,0.42437857,0.43124142,0.50759256,0.5409468
140.0,800.0,0.009195268,0.03655526,0.41657507,0.42577034,0.47228143,0.5088367
140.0,900.0,0.017088473,0.053199828,0.40515164,0.4222401,0.44848752,0.50168735
140.0,1000.0,0.018781006,0.05024612,0.39504433,0.41382533,0.43932253,0.48956865
140.0,1100.0,0.018494368,0.053001076,0.3830867,0.40158108,0.44531235,0.49831343
140.0,1200.0,0.015628964,0.04465288,0.3769935,0.39262247,0.4647568,0.50940967
140.0,1300.0,0.012331605,0.032065034,0.37131754,0.38364914,0.4948135,0.52687854
